,price,age,rep,mil,hyb,4wd,S,G,W,GX,A,X
1379,197.5,5,0,4.5,0,0,0,0,1,0,0,0
1380,207.8,5,0,4.6,1,0,1,0,0,0,0,0
1381,222.0,5,0,6.7,1,0,0,0,1,0,0,0
1382,274.8,3,0,1.8,1,0,0,0,1,0,0,0
1383,268.8,3,0,3.3,1,0,0,0,1,0,0,0
1384,229.5,5,0,5.5,1,0,0,0,1,0,0,0
1385,293.6,1,0,1.2,1,0,0,0,1,0,0,0
1386,181.8,4,0,5.1,1,0,0,0,0,1,0,0
1387,210.6,5,0,3.5,0,0,0,0,1,0,0,0
1388,256.5,3,0,4.3,1,0,0,0,1,0,0,0
1389,259.8,2,0,5.2,1,1,0,0,1,0,0,0
1390,226.1,4,0,4.7,1,0,1,0,0,0,0,0
1391,298.7,1,0,0.1,1,0,0,0,1,0,0,0
1392,209.3,5,0,6.5,1,0,0,0,1,0,0,0
1393,312.9,1,0,0.9,1,0,0,0,1,0,0,0
1394,243.0,3,0,2.1,0,0,0,0,1,0,0,0
1395,268.6,3,0,1.5,1,0,0,0,1,0,0,0
1396,290.9,1,0,1.7,1,0,0,0,1,0,0,0
1397,208.3,5,0,3.8,0,0,0,0,1,0,0,0
1398,266.4,2,0,4.3,1,0,0,0,1,0,0,0
1399,262.2,3,0,2.9,1,0,0,0,1,0,0,0
1400,286.7,1,0,0.6,1,0,0,0,1,0,0,0
1401,279.0,2,0,2.5,1,0,0,0,1,0,0,0
1402,244.2,5,0,1.8,0,0,0,0,1,0,0,0
1403,323.7,0,0,0.0005,1,0,0,0,1,0,0,0
1404,321.3,1,0,2.3,1,1,0,0,1,0,0,0
1406,269.9,2,0,3.8,1,1,0,0,1,0,0,0
1407,288.0,2,0,1.3,1,0,0,0,1,0,0,0
1408,248.1,5,0,3.6,1,0,0,0,1,0,0,0
1409,255.0,3,0,5.0,1,0,0,0,1,0,0,0
1410,245.7,4,0,2.9,0,0,0,0,1,0,0,0
1411,221.0,3,0,6.3,1,0,1,0,0,0,0,0
1412,349.7,0,0,0.0003,1,1,0,0,1,0,0,0
1413,259.8,4,0,3.7,1,0,0,0,1,0,0,0
1414,213.2,4,0,5.6,0,0,0,0,1,0,0,0
1415,200.4,4,0,7.5,1,0,0,0,1,0,0,0
1416,254.2,5,0,3.1,1,0,0,0,1,0,0,0
1417,249.2,2,0,4.7,1,0,0,0,1,0,0,0
1418,286.7,2,0,0.8,1,1,0,0,1,0,0,0
1419,240.0,3,0,0.5,0,0,0,0,1,0,0,0
1420,230.0,5,0,1.3,0,0,0,0,1,0,0,0
1421,266.4,3,0,2.9,1,0,0,0,1,0,0,0
1422,195.7,5,0,9.0,1,1,0,0,1,0,0,0
1423,252.5,4,0,1.5,1,0,0,0,1,0,0,0
1424,170.8,5,1,0.2,0,0,1,0,0,0,0,0
1425,265.8,3,0,4.2,1,1,0,0,1,0,0,0
1426,269.0,4,0,1.3,1,0,0,0,1,0,0,0
1427,267.6,3,0,1.5,1,0,0,0,1,0,0,0
1428,280.5,2,0,1.9,1,0,0,0,1,0,0,0
1429,206.1,3,0,4.3,0,0,1,0,0,0,0,0
1430,259.5,3,0,3.9,1,0,0,0,1,0,0,0
1431,245.0,4,0,4.7,1,1,0,0,1,0,0,0
1432,268.0,3,0,3.6,1,0,0,0,1,0,0,0
1433,283.1,3,0,2.5,1,1,0,0,1,0,0,0
1434,242.4,5,0,3.7,1,0,0,0,1,0,0,0
1435,250.3,3,0,0.6,0,0,0,0,1,0,0,0
1436,199.3,3,0,5.5,1,0,0,0,0,1,0,0
1437,311.0,1,0,1.7,1,0,0,0,1,0,0,0
1438,237.3,3,0,6.5,1,0,0,0,1,0,0,0
1439,278.0,3,0,0.9,1,0,0,0,1,0,0,0
1440,246.5,3,0,5.3,1,0,0,0,1,0,0,0
1441,209.1,4,0,4.7,0,0,1,0,0,0,0,0
1442,299.8,1,0,1.5,1,0,0,0,1,0,0,0
1443,277.9,2,0,1.2,1,0,0,0,1,0,0,0
1444,312.2,1,0,0.3,1,0,0,0,1,0,0,0
1445,219.0,5,0,2.2,0,0,0,0,1,0,0,0
1446,253.0,4,0,5.2,0,0,0,0,1,0,0,0
1447,295.3,2,0,1.0,1,0,0,0,1,0,0,0
1448,265.9,4,0,4.8,1,1,0,0,1,0,0,0
1449,257.1,2,0,1.8,0,0,0,0,1,0,0,0
1450,253.3,2,0,2.1,0,0,0,0,1,0,0,0
1451,288.1,2,0,1.0,1,0,0,0,1,0,0,0
1452,267.1,5,0,2.3,1,0,0,0,1,0,0,0
1453,244.9,1,0,0.6,0,0,0,0,0,0,0,1
1454,242.7,2,0,1.9,0,0,0,0,1,0,0,0
1455,284.8,3,0,1.5,1,0,0,0,1,0,0,0
1456,259.8,5,0,1.7,1,0,0,0,1,0,0,0
1457,274.9,3,0,2.5,0,0,0,0,1,0,0,0
1458,244.8,3,0,5.4,1,0,0,0,1,0,0,0
1459,269.4,4,0,3.6,1,0,0,0,1,0,0,0
1460,206.4,4,0,9.3,1,1,0,0,1,0,0,0
1461,175.0,4,0,8.3,0,0,0,0,0,1,0,0
1462,279.2,2,0,3.0,1,0,0,0,1,0,0,0
1463,289.5,4,0,2.0,1,1,0,0,1,0,0,0
1464,287.3,3,0,1.3,1,0,0,0,1,0,0,0
1465,308.2,1,0,1.1,1,1,0,1,0,0,0,0
1466,248.4,3,0,2.7,0,0,0,0,1,0,0,0
1467,227.3,3,1,5.4,1,0,0,0,1,0,0,0
1468,227.8,4,0,6.2,1,0,0,0,1,0,0,0
1469,224.3,5,0,6.6,1,0,0,0,1,0,0,0
